date,count
2012-09-1,2.466666666666667
2012-09-2,2.466666666666667
2012-09-3,2.466666666666667
2012-09-4,2.466666666666667
2012-09-5,2.466666666666667
2012-09-6,2.466666666666667
2012-09-7,2.466666666666667
2012-09-8,2.466666666666667
2012-09-9,2.466666666666667
2012-09-10,2.466666666666667
2012-09-11,2.466666666666667
2012-09-12,2.466666666666667
2012-09-13,2.466666666666667
2012-09-14,2.466666666666667
2012-09-15,2.466666666666667
2012-09-16,2.466666666666667
2012-09-17,2.466666666666667
2012-09-18,2.466666666666667
2012-09-19,2.466666666666667
2012-09-20,2.466666666666667
2012-09-21,2.466666666666667
2012-09-22,2.466666666666667
2012-09-23,2.466666666666667
2012-09-24,2.466666666666667
2012-09-25,2.466666666666667
2012-09-26,2.466666666666667
2012-09-27,2.466666666666667
2012-09-28,2.466666666666667
2012-09-29,2.466666666666667
2012-09-30,2.466666666666667
2012-10-1,3.6129032258064515
2012-10-2,3.6129032258064515
2012-10-3,3.6129032258064515
2012-10-4,3.6129032258064515
2012-10-5,3.6129032258064515
2012-10-6,3.6129032258064515
2012-10-7,3.6129032258064515
2012-10-8,3.6129032258064515
2012-10-9,3.6129032258064515
2012-10-10,3.6129032258064515
2012-10-11,3.6129032258064515
2012-10-12,3.6129032258064515
2012-10-13,3.6129032258064515
2012-10-14,3.6129032258064515
2012-10-15,3.6129032258064515
2012-10-16,3.6129032258064515
2012-10-17,3.6129032258064515
2012-10-18,3.6129032258064515
2012-10-19,3.6129032258064515
2012-10-20,3.6129032258064515
2012-10-21,3.6129032258064515
2012-10-22,3.6129032258064515
2012-10-23,3.6129032258064515
2012-10-24,3.6129032258064515
2012-10-25,3.6129032258064515
2012-10-26,3.6129032258064515
2012-10-27,3.6129032258064515
2012-10-28,3.6129032258064515
2012-10-29,3.6129032258064515
2012-10-30,3.6129032258064515
2012-10-31,3.6129032258064515
2012-11-1,3.1666666666666665
2012-11-2,3.1666666666666665
2012-11-3,3.1666666666666665
2012-11-4,3.1666666666666665
2012-11-5,3.1666666666666665
2012-11-6,3.1666666666666665
2012-11-7,3.1666666666666665
2012-11-8,3.1666666666666665
2012-11-9,3.1666666666666665
2012-11-10,3.1666666666666665
2012-11-11,3.1666666666666665
2012-11-12,3.1666666666666665
2012-11-13,3.1666666666666665
2012-11-14,3.1666666666666665
2012-11-15,3.1666666666666665
2012-11-16,3.1666666666666665
2012-11-17,3.1666666666666665
2012-11-18,3.1666666666666665
2012-11-19,3.1666666666666665
2012-11-20,3.1666666666666665
2012-11-21,3.1666666666666665
2012-11-22,3.1666666666666665
2012-11-23,3.1666666666666665
2012-11-24,3.1666666666666665
2012-11-25,3.1666666666666665
2012-11-26,3.1666666666666665
2012-11-27,3.1666666666666665
2012-11-28,3.1666666666666665
2012-11-29,3.1666666666666665
2012-11-30,3.1666666666666665
2012-12-1,3.4838709677419355
2012-12-2,3.4838709677419355
2012-12-3,3.4838709677419355
2012-12-4,3.4838709677419355
2012-12-5,3.4838709677419355
2012-12-6,3.4838709677419355
2012-12-7,3.4838709677419355
2012-12-8,3.4838709677419355
2012-12-9,3.4838709677419355
2012-12-10,3.4838709677419355
2012-12-11,3.4838709677419355
2012-12-12,3.4838709677419355
2012-12-13,3.4838709677419355
2012-12-14,3.4838709677419355
2012-12-15,3.4838709677419355
2012-12-16,3.4838709677419355
2012-12-17,3.4838709677419355
2012-12-18,3.4838709677419355
2012-12-19,3.4838709677419355
2012-12-20,3.4838709677419355
2012-12-21,3.4838709677419355
2012-12-22,3.4838709677419355
2012-12-23,3.4838709677419355
2012-12-24,3.4838709677419355
2012-12-25,3.4838709677419355
2012-12-26,3.4838709677419355
2012-12-27,3.4838709677419355
2012-12-28,3.4838709677419355
2012-12-29,3.4838709677419355
2012-12-30,3.4838709677419355
2012-12-31,3.4838709677419355
2013-01-1,3.4838709677419355
2013-01-2,3.4838709677419355
2013-01-3,3.4838709677419355
2013-01-4,3.4838709677419355
2013-01-5,3.4838709677419355
2013-01-6,3.4838709677419355
2013-01-7,3.4838709677419355
2013-01-8,3.4838709677419355
2013-01-9,3.4838709677419355
2013-01-10,3.4838709677419355
2013-01-11,3.4838709677419355
2013-01-12,3.4838709677419355
2013-01-13,3.4838709677419355
2013-01-14,3.4838709677419355
2013-01-15,3.4838709677419355
2013-01-16,3.4838709677419355
2013-01-17,3.4838709677419355
2013-01-18,3.4838709677419355
2013-01-19,3.4838709677419355
2013-01-20,3.4838709677419355
2013-01-21,3.4838709677419355
2013-01-22,3.4838709677419355
2013-01-23,3.4838709677419355
2013-01-24,3.4838709677419355
2013-01-25,3.4838709677419355
2013-01-26,3.4838709677419355
2013-01-27,3.4838709677419355
2013-01-28,3.4838709677419355
2013-01-29,3.4838709677419355
2013-01-30,3.4838709677419355
2013-01-31,3.4838709677419355
2013-02-1,2.892857142857143
2013-02-2,2.892857142857143
2013-02-3,2.892857142857143
2013-02-4,2.892857142857143
2013-02-5,2.892857142857143
2013-02-6,2.892857142857143
2013-02-7,2.892857142857143
2013-02-8,2.892857142857143
2013-02-9,2.892857142857143
2013-02-10,2.892857142857143
2013-02-11,2.892857142857143
2013-02-12,2.892857142857143
2013-02-13,2.892857142857143
2013-02-14,2.892857142857143
2013-02-15,2.892857142857143
2013-02-16,2.892857142857143
2013-02-17,2.892857142857143
2013-02-18,2.892857142857143
2013-02-19,2.892857142857143
2013-02-20,2.892857142857143
2013-02-21,2.892857142857143
2013-02-22,2.892857142857143
2013-02-23,2.892857142857143
2013-02-24,2.892857142857143
2013-02-25,2.892857142857143
