date	close
19-Sep-16	6
20-Sep-16	2
21-Sep-16	4
22-Sep-16	1
23-Sep-16	1
24-Sep-16	1
25-Sep-16	3
26-Sep-16	1
27-Sep-16	2
28-Sep-16	2
29-Sep-16	2
30-Sep-16	5
01-Oct-16	3
02-Oct-16	1
03-Oct-16	3
04-Oct-16	3
05-Oct-16	4
06-Oct-16	1
07-Oct-16	2
08-Oct-16	2
09-Oct-16	3
10-Oct-16	4
11-Oct-16	2
12-Oct-16	4
13-Oct-16	2
15-Oct-16	7
16-Oct-16	3
17-Oct-16	1
19-Oct-16	4
20-Oct-16	4
21-Oct-16	5
22-Oct-16	3
23-Oct-16	4
24-Oct-16	7
25-Oct-16	3
26-Oct-16	2
27-Oct-16	4
29-Oct-16	4
30-Oct-16	3
01-Nov-16	2
02-Nov-16	7
03-Nov-16	4
04-Nov-16	1
05-Nov-16	3
06-Nov-16	2
07-Nov-16	1
08-Nov-16	3
09-Nov-16	4
10-Nov-16	7
11-Nov-16	1
12-Nov-16	2
13-Nov-16	2
14-Nov-16	1
15-Nov-16	3
16-Nov-16	3
18-Nov-16	2
19-Nov-16	1
20-Nov-16	2
21-Nov-16	6
22-Nov-16	2
23-Nov-16	2
24-Nov-16	8
25-Nov-16	5
26-Nov-16	5
27-Nov-16	5
28-Nov-16	2
29-Nov-16	1
30-Nov-16	6
01-Dec-16	3
02-Dec-16	2
03-Dec-16	4
04-Dec-16	2
05-Dec-16	1
06-Dec-16	2
07-Dec-16	3
08-Dec-16	1
09-Dec-16	1
10-Dec-16	1
11-Dec-16	4
12-Dec-16	1
13-Dec-16	2
14-Dec-16	9
15-Dec-16	1
16-Dec-16	5
17-Dec-16	2
18-Dec-16	4
19-Dec-16	7
20-Dec-16	2
21-Dec-16	5
22-Dec-16	6
23-Dec-16	3
24-Dec-16	5
25-Dec-16	5
26-Dec-16	8
27-Dec-16	9
28-Dec-16	4
29-Dec-16	7
30-Dec-16	3
31-Dec-16	4
01-Jan-17	3
02-Jan-17	9
03-Jan-17	5
04-Jan-17	5
05-Jan-17	1
06-Jan-17	5
07-Jan-17	1
08-Jan-17	2
09-Jan-17	6
10-Jan-17	3
11-Jan-17	2
12-Jan-17	5
13-Jan-17	3
15-Jan-17	3
16-Jan-17	5
17-Jan-17	2
18-Jan-17	5
19-Jan-17	4
20-Jan-17	1
