date	close
1-Jan-15	0.6740950226244342
1-Feb-15	0.6642757102841134
1-Mar-15	0.7284829721362228
1-Apr-15	0.7749360613810742
1-May-15	0.611764705882353
1-Jun-15	0.656781045751634
1-Jul-15	0.5691176470588232
1-Aug-15	0.45230179028133
1-Sep-15	0.7352941176470589
1-Oct-15	0.7397058823529412
1-Nov-15	0.6882586367880484
1-Dec-15	0.5999999999999999
1-Jan-16	0.6224264705882352
1-Feb-16	0.8369909502262444
1-Mar-16	0.3996820349761526
1-Apr-16	0.774297385620915
1-May-16	0.7397058823529412
1-Jun-16	0.7035204991087343
1-Jul-16	0.5620098039215685
1-Aug-16	0.6006393861892582
1-Sep-16	0.8036764705882351
1-Oct-16	0.7295518207282912
1-Nov-16	0.7688854489164088
1-Dec-16	0.6483193277310921
